timestamp_utc,gpu_name,utilization_gpu_percent,memory_used_mb,memory_total_mb
2026-08-18T17:39:26.907288Z,NVIDIA GeForce RTX 5060 Ti,0.0,1019.0,16311.0
2026-08-18T17:39:28.208847Z,NVIDIA GeForce RTX 5060 Ti,0.0,1469.0,16311.0
2026-08-18T17:39:29.265261Z,NVIDIA GeForce RTX 5060 Ti,0.0,1595.0,16311.0
2026-08-18T17:39:30.820040Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:31.895036Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:32.971370Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:34.048883Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:35.128675Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:36.209062Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:37.290061Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:38.352010Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:39.416379Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:40.497068Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:41.579283Z,NVIDIA GeForce RTX 5060 Ti,0.0,4230.0,16311.0
2026-08-18T17:39:42.662470Z,NVIDIA GeForce RTX 5060 Ti,0.0,4267.0,16311.0
2026-08-18T17:39:43.741471Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:44.805767Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:45.872767Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:46.938253Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:48.015932Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:49.078602Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:50.140836Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:51.194315Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:52.257263Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:53.323523Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:54.386264Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:55.449263Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:56.511853Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:57.583591Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:58.650767Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:39:59.715158Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:40:00.797261Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:40:01.878729Z,NVIDIA GeForce RTX 5060 Ti,0.0,4331.0,16311.0
2026-08-18T17:40:02.958708Z,NVIDIA GeForce RTX 5060 Ti,0.0,4324.0,16311.0
2026-08-18T17:40:04.024779Z,NVIDIA GeForce RTX 5060 Ti,10.0,4333.0,16311.0
